05:59:55.708 [__MAIN__] INFO     Starting ED Autopilot V1.7.0.
05:59:57.772 [EDWAYPOINT] DEBUG    EDWayPoint: read json:{'GlobalShoppingList': {'SystemName': '', 'StationName': '', 'GalaxyBookmarkType': '', 'GalaxyBookmarkNumber': 0, 'SystemBookmarkType': '', 'SystemBookmarkNumber': 0, 'SellCommodities': {}, 'BuyCommodities': {'Indite': 0, 'Bertrandite': 999, 'Silver': 0, 'Gold': 0}, 'Comment': None, 'UpdateCommodityCount': True, 'FleetCarrierTransfer': False, 'Skip': True, 'Completed': False}, '1': {'SystemName': 'Orgen', 'StationName': 'Trailblazer Song', 'GalaxyBookmarkType': '', 'GalaxyBookmarkNumber': 0, 'SystemBookmarkType': 'Navigation Panel', 'SystemBookmarkNumber': 2, 'SellCommodities': {}, 'BuyCommodities': {}, 'Comment': None, 'UpdateCommodityCount': True, 'FleetCarrierTransfer': False, 'Skip': True, 'Completed': False}, '2': {'SystemName': 'Synuefe LO-G c27-25', 'StationName': 'Cat Colony', 'GalaxyBookmarkType': 'System', 'GalaxyBookmarkNumber': 3, 'SystemBookmarkType': '', 'SystemBookmarkNumber': 0, 'SellCommodities': {}, 'BuyCommodities': {}, 'Comment': None, 'UpdateCommodityCount': True, 'FleetCarrierTransfer': False, 'Skip': True, 'Completed': False}, '3': {'SystemName': 'Synuefe ZX-M b54-1', 'StationName': 'System Colonisation Ship', 'GalaxyBookmarkType': 'System', 'GalaxyBookmarkNumber': 1, 'SystemBookmarkType': '', 'SystemBookmarkNumber': 0, 'SellCommodities': {'ALL': 0}, 'BuyCommodities': {}, 'Comment': None, 'UpdateCommodityCount': True, 'FleetCarrierTransfer': False, 'Skip': True, 'Completed': False}, '4': {'SystemName': 'Lambda-1 Tucanae', 'StationName': 'Riess Hub', 'GalaxyBookmarkType': '', 'GalaxyBookmarkNumber': 0, 'SystemBookmarkType': 'Station', 'SystemBookmarkNumber': 1, 'SellCommodities': {'Water Purifiers': 9999}, 'BuyCommodities': {'Gold': 9999}, 'Comment': None, 'UpdateCommodityCount': False, 'FleetCarrierTransfer': False, 'Skip': True, 'Completed': False}, '5': {'SystemName': 'Mbutas', 'StationName': 'P.T.N. DARK SUN H6H-N8T', 'GalaxyBookmarkType': 'System', 'GalaxyBookmarkNumber': 3, 'SystemBookmarkType': '', 'SystemBookmarkNumber': 0, 'SellCommodities': {}, 'BuyCommodities': {}, 'Comment': 'Bertrandite', 'UpdateCommodityCount': False, 'FleetCarrierTransfer': False, 'Skip': True, 'Completed': False}, '6': {'SystemName': 'Mbutas', 'StationName': 'P.T.N. GHIBLI BOOKBOX GHB-BKB', 'GalaxyBookmarkType': 'System', 'GalaxyBookmarkNumber': 6, 'SystemBookmarkType': '', 'SystemBookmarkNumber': 0, 'SellCommodities': {}, 'BuyCommodities': {}, 'Comment': 'Gold', 'UpdateCommodityCount': False, 'FleetCarrierTransfer': False, 'Skip': True, 'Completed': False}, '7': {'SystemName': 'Mbutas', 'StationName': 'P.T.N. TAILS TFX-L3W', 'GalaxyBookmarkType': 'System', 'GalaxyBookmarkNumber': 10, 'SystemBookmarkType': '', 'SystemBookmarkNumber': 0, 'SellCommodities': {}, 'BuyCommodities': {}, 'Comment': 'Silver', 'UpdateCommodityCount': False, 'FleetCarrierTransfer': False, 'Skip': True, 'Completed': False}, '8': {'SystemName': 'Mbutas', 'StationName': 'P.T.N. THORONDOR TNT-95W', 'GalaxyBookmarkType': 'System', 'GalaxyBookmarkNumber': 11, 'SystemBookmarkType': '', 'SystemBookmarkNumber': 0, 'SellCommodities': {}, 'BuyCommodities': {}, 'Comment': 'Indite', 'UpdateCommodityCount': False, 'FleetCarrierTransfer': False, 'Skip': True, 'Completed': False}, '9': {'SystemName': 'Mbutas', 'StationName': 'P.T.N. CONSISTENCY G2H-N4Y', 'GalaxyBookmarkType': 'System', 'GalaxyBookmarkNumber': 4, 'SystemBookmarkType': '', 'SystemBookmarkNumber': 0, 'SellCommodities': {}, 'BuyCommodities': {}, 'Comment': 'Silver', 'UpdateCommodityCount': False, 'FleetCarrierTransfer': False, 'Skip': True, 'Completed': False}, '10': {'SystemName': 'Mbutas', 'StationName': 'P.T.N. PIT OF HERESY G1U-1TX', 'GalaxyBookmarkType': 'System', 'GalaxyBookmarkNumber': 9, 'SystemBookmarkType': '', 'SystemBookmarkNumber': 0, 'SellCommodities': {}, 'BuyCommodities': {}, 'Comment': 'Indite', 'UpdateCommodityCount': False, 'FleetCarrierTransfer': False, 'Skip': True, 'Completed': False}, '11': {'SystemName': 'Mbutas', 'StationName': 'P.T.N EVEREST T9K-5HQ', 'GalaxyBookmarkType': 'System', 'GalaxyBookmarkNumber': 2, 'SystemBookmarkType': '', 'SystemBookmarkNumber': 0, 'SellCommodities': {}, 'BuyCommodities': {}, 'Comment': 'Gold', 'UpdateCommodityCount': False, 'FleetCarrierTransfer': False, 'Skip': True, 'Completed': False}, '12': {'SystemName': 'Mbutas', 'StationName': 'P.T.N. BLOSSOM WBG-16Q', 'GalaxyBookmarkType': 'System', 'GalaxyBookmarkNumber': 0, 'SystemBookmarkType': '', 'SystemBookmarkNumber': 0, 'SellCommodities': {}, 'BuyCommodities': {}, 'Comment': 'Indite', 'UpdateCommodityCount': False, 'FleetCarrierTransfer': False, 'Skip': True, 'Completed': False}, '13': {'SystemName': 'Mbutas', 'StationName': 'P.T.N. HADES WNX-33Y', 'GalaxyBookmarkType': 'System', 'GalaxyBookmarkNumber': 7, 'SystemBookmarkType': '', 'SystemBookmarkNumber': 0, 'SellCommodities': {}, 'BuyCommodities': {}, 'Comment': None, 'UpdateCommodityCount': False, 'FleetCarrierTransfer': False, 'Skip': True, 'Completed': False}, '14': {'SystemName': 'Mbutas', 'StationName': 'P.T.N. OLYMPUS WBJ-N1Y', 'GalaxyBookmarkType': 'System', 'GalaxyBookmarkNumber': 8, 'SystemBookmarkType': '', 'SystemBookmarkNumber': 0, 'SellCommodities': {}, 'BuyCommodities': {}, 'Comment': 'Bertrandite', 'UpdateCommodityCount': False, 'FleetCarrierTransfer': False, 'Skip': True, 'Completed': False}, '15': {'SystemName': 'Mbutas', 'StationName': 'PTN ROSIES BAR GFT-N6V', 'GalaxyBookmarkType': 'System', 'GalaxyBookmarkNumber': 12, 'SystemBookmarkType': '', 'SystemBookmarkNumber': 0, 'SellCommodities': {}, 'BuyCommodities': {}, 'Comment': 'Gold', 'UpdateCommodityCount': False, 'FleetCarrierTransfer': False, 'Skip': True, 'Completed': False}, '16': {'SystemName': 'Mbutas', 'StationName': 'PTN WARDEN OF NOTHING (T7T-6VX)', 'GalaxyBookmarkType': 'System', 'GalaxyBookmarkNumber': 8, 'SystemBookmarkType': '', 'SystemBookmarkNumber': 0, 'SellCommodities': {}, 'BuyCommodities': {}, 'Comment': None, 'UpdateCommodityCount': False, 'FleetCarrierTransfer': False, 'Skip': True, 'Completed': False}, '17': {'SystemName': 'Mbutas', 'StationName': 'PTN THE LAVISH CHATEAU GFT-NXF', 'GalaxyBookmarkType': 'System', 'GalaxyBookmarkNumber': 13, 'SystemBookmarkType': '', 'SystemBookmarkNumber': 0, 'SellCommodities': {}, 'BuyCommodities': {}, 'Comment': 'Bertrandite', 'UpdateCommodityCount': False, 'FleetCarrierTransfer': False, 'Skip': False, 'Completed': False}, '18': {'SystemName': 'Mbutas', 'StationName': 'Burkin Orbital', 'GalaxyBookmarkType': '', 'GalaxyBookmarkNumber': 0, 'SystemBookmarkType': 'Station', 'SystemBookmarkNumber': 1, 'SellCommodities': {}, 'BuyCommodities': {}, 'Comment': None, 'UpdateCommodityCount': False, 'FleetCarrierTransfer': False, 'Skip': False, 'Completed': False}, '19': {'SystemName': 'Mbutas', 'StationName': 'Dalton', 'GalaxyBookmarkType': '', 'GalaxyBookmarkNumber': 0, 'SystemBookmarkType': 'Station', 'SystemBookmarkNumber': 2, 'SellCommodities': {}, 'BuyCommodities': {}, 'Comment': None, 'UpdateCommodityCount': False, 'FleetCarrierTransfer': False, 'Skip': True, 'Completed': False}, '20': {'SystemName': 'New System', 'StationName': '', 'GalaxyBookmarkType': '', 'GalaxyBookmarkNumber': 0, 'SystemBookmarkType': '', 'SystemBookmarkNumber': 0, 'SellCommodities': {}, 'BuyCommodities': {}, 'Comment': None, 'UpdateCommodityCount': False, 'FleetCarrierTransfer': False, 'Skip': False, 'Completed': False}}
05:59:57.774 [comtypes.client._create] DEBUG    SAPI.SPVoice -> {96749377-3391-11D2-9EE3-00C04F797396}
05:59:57.774 [comtypes.client._create] DEBUG    CoCreateInstance({96749377-3391-11D2-9EE3-00C04F797396}, clsctx=None, interface=None)
05:59:57.776 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:59:57.783 [comtypes.client._managing] DEBUG    GetBestInterface(<POINTER(IUnknown) ptr=0x158fd577b60 at 1589ed055d0>)
05:59:57.783 [comtypes.client._managing] DEBUG    Does implement IProvideClassInfo
05:59:57.785 [comtypes.client._managing] DEBUG    Default interface is {269316D8-57BD-11D2-9EEE-00C04F797396}
05:59:57.785 [comtypes._post_coinit.unknwn] DEBUG    Release <POINTER(IUnknown) ptr=0x158fd577ba0 at 1589ed059d0>
05:59:57.786 [comtypes.client._generate] DEBUG    GetModule(TLIBATTR(GUID={C866CA3A-32F7-11D2-9602-00C04F8EE628}, Version=5.4, LCID=0, FLags=0x8))
05:59:57.786 [comtypes.client._managing] DEBUG    Implements default interface from typeinfo <class 'comtypes.gen._C866CA3A_32F7_11D2_9602_00C04F8EE628_0_5_4.ISpeechVoice'>
05:59:57.786 [comtypes.client._managing] DEBUG    Final result is <POINTER(ISpeechVoice) ptr=0x158fd577ba0 at 1589ed05950>
05:59:57.786 [comtypes._post_coinit.unknwn] DEBUG    Release <POINTER(IProvideClassInfo) ptr=0x158fd577bc0 at 1589ed056d0>
05:59:57.786 [comtypes._post_coinit.unknwn] DEBUG    Release <POINTER(ITypeInfo) ptr=0x1589b3e2bb8 at 1589ed054d0>
05:59:57.786 [comtypes._post_coinit.unknwn] DEBUG    Release <POINTER(ITypeInfo) ptr=0x1589b3e2c10 at 1589ed057d0>
05:59:57.786 [comtypes._post_coinit.unknwn] DEBUG    Release <POINTER(ITypeLib) ptr=0x1589bf25270 at 1589ed059d0>
05:59:57.787 [comtypes._post_coinit.unknwn] DEBUG    Release <POINTER(IUnknown) ptr=0x158fd577b60 at 1589ed055d0>
05:59:57.787 [comtypes.client._events] DEBUG    <POINTER(ISpeechVoice) ptr=0x158fd577ba0 at 1589ed05950> using sinkinterface from clsid <class 'comtypes.gen._C866CA3A_32F7_11D2_9602_00C04F8EE628_0_5_4._ISpeechVoiceEvents'>
05:59:57.787 [comtypes._post_coinit.unknwn] DEBUG    Release <POINTER(IProvideClassInfo2) ptr=0x158fd577bc0 at 15893470250>
05:59:57.790 [comtypes._vtbl] DEBUG    <comtypes.client._events.CreateEventReceiver.<locals>.Sink object at 0x000001589332EFD0>: _ISpeechVoiceEvents.VoiceChange not implemented
05:59:57.790 [comtypes._vtbl] DEBUG    <comtypes.client._events.CreateEventReceiver.<locals>.Sink object at 0x000001589332EFD0>: _ISpeechVoiceEvents.Bookmark not implemented
05:59:57.790 [comtypes._vtbl] DEBUG    <comtypes.client._events.CreateEventReceiver.<locals>.Sink object at 0x000001589332EFD0>: _ISpeechVoiceEvents.Word not implemented
05:59:57.790 [comtypes._vtbl] DEBUG    <comtypes.client._events.CreateEventReceiver.<locals>.Sink object at 0x000001589332EFD0>: _ISpeechVoiceEvents.Sentence not implemented
05:59:57.790 [comtypes._vtbl] DEBUG    <comtypes.client._events.CreateEventReceiver.<locals>.Sink object at 0x000001589332EFD0>: _ISpeechVoiceEvents.Phoneme not implemented
05:59:57.790 [comtypes._vtbl] DEBUG    <comtypes.client._events.CreateEventReceiver.<locals>.Sink object at 0x000001589332EFD0>: _ISpeechVoiceEvents.Viseme not implemented
05:59:57.790 [comtypes._vtbl] DEBUG    <comtypes.client._events.CreateEventReceiver.<locals>.Sink object at 0x000001589332EFD0>: _ISpeechVoiceEvents.AudioLevel not implemented
05:59:57.790 [comtypes._vtbl] DEBUG    <comtypes.client._events.CreateEventReceiver.<locals>.Sink object at 0x000001589332EFD0>: _ISpeechVoiceEvents.EnginePrivate not implemented
05:59:57.790 [comtypes.client._events] DEBUG    Start advise <class 'comtypes.gen._C866CA3A_32F7_11D2_9602_00C04F8EE628_0_5_4._ISpeechVoiceEvents'>
05:59:57.791 [comtypes._comobject] DEBUG    <comtypes.client._events.CreateEventReceiver.<locals>.Sink object at 0x000001589332EFD0>.QueryInterface({A372ACD1-3BEF-4BBD-8FFB-CB3E2B416AF8}) -> S_OK
05:59:57.791 [comtypes._comobject] DEBUG    1 active COM objects: Added   <comtypes.client._events.CreateEventReceiver.<locals>.Sink object at 0x000001589332EFD0>
05:59:57.791 [comtypes._comobject] DEBUG    <comtypes.client._events.CreateEventReceiver.<locals>.Sink object at 0x000001589332EFD0>.AddRef() -> 1
05:59:57.792 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:59:57.794 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:59:57.795 [comtypes._post_coinit.unknwn] DEBUG    Release <POINTER(IConnectionPointContainer) ptr=0x158fd577bc8 at 15898aaaad0>
05:59:57.799 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:59:57.802 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:59:57.805 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:59:57.809 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
05:59:57.856 [comtypes.client._managing] DEBUG    wrap_outparam(<POINTER(ISpeechObjectToken) ptr=0x158fd578aa0 at 15898aaaad0>)
05:59:57.857 [comtypes._post_coinit.unknwn] DEBUG    Release <POINTER(ISpeechObjectToken) ptr=0x158fd578aa0 at 15898aaaad0>
05:59:57.857 [comtypes.client._managing] DEBUG    wrap_outparam(<POINTER(ISpeechObjectTokens) ptr=0x1589eec5070 at 15898aaaad0>)
05:59:57.858 [comtypes._post_coinit.unknwn] DEBUG    Release <POINTER(IUnknown) ptr=0x158fd57b1d0 at 1589ed07bd0>
05:59:57.858 [comtypes.client._managing] DEBUG    wrap_outparam(<POINTER(IDispatch) ptr=0x1589eec5aa0 at 1589ed07cd0>)
05:59:57.858 [comtypes.client._managing] DEBUG    GetBestInterface(<POINTER(IDispatch) ptr=0x1589eec5aa0 at 1589ed07cd0>)
05:59:57.859 [comtypes.client._managing] DEBUG    Does NOT implement IProvideClassInfo, trying IProvideClassInfo2
05:59:57.859 [comtypes.client._managing] DEBUG    Does NOT implement IProvideClassInfo/IProvideClassInfo2
05:59:57.860 [comtypes._post_coinit.unknwn] DEBUG    Release <POINTER(IUnknown) ptr=0x1589b3e2cc0 at 1589edd0050>
05:59:57.860 [comtypes.client._managing] DEBUG    Default interface is {C74A3ADC-B727-4500-A84A-B526721C8B8C}
05:59:57.860 [comtypes._post_coinit.unknwn] DEBUG    Release <POINTER(IUnknown) ptr=0x1589eec5aa0 at 1589ed07ed0>
05:59:57.860 [comtypes.client._generate] DEBUG    GetModule(TLIBATTR(GUID={C866CA3A-32F7-11D2-9602-00C04F8EE628}, Version=5.4, LCID=0, FLags=0x8))
05:59:57.861 [comtypes.client._managing] DEBUG    Implements default interface from typeinfo <class 'comtypes.gen._C866CA3A_32F7_11D2_9602_00C04F8EE628_0_5_4.ISpeechObjectToken'>
05:59:57.861 [comtypes.client._managing] DEBUG    Final result is <POINTER(ISpeechObjectToken) ptr=0x1589eec5aa0 at 1589ed07e50>
05:59:57.861 [comtypes._post_coinit.unknwn] DEBUG    Release <POINTER(IDispatch) ptr=0x1589eec5aa0 at 1589ed07f50>
05:59:57.861 [comtypes._post_coinit.unknwn] DEBUG    Release <POINTER(ITypeInfo) ptr=0x1589b3e2cc0 at 1589edd0450>
05:59:57.861 [comtypes._post_coinit.unknwn] DEBUG    Release <POINTER(ITypeLib) ptr=0x1589bf25270 at 1589ed07ed0>
05:59:57.861 [comtypes._post_coinit.unknwn] DEBUG    Release <POINTER(IDispatch) ptr=0x1589eec5aa0 at 1589ed07cd0>
05:59:57.861 [comtypes._post_coinit.unknwn] DEBUG    Release <POINTER(IEnumVARIANT) ptr=0x158fd57b1d0 at 1589ed07b50>
05:59:57.862 [comtypes._post_coinit.unknwn] DEBUG    Release <POINTER(ISpeechObjectTokens) ptr=0x1589eec5070 at 15898aaaad0>
05:59:57.862 [comtypes._post_coinit.unknwn] DEBUG    Release <POINTER(ISpeechObjectToken) ptr=0x1589eec5aa0 at 1589ed07e50>
05:59:57.863 [comtypes.client._managing] DEBUG    wrap_outparam(<POINTER(ISpeechObjectTokens) ptr=0x1589eec5070 at 15898aaaad0>)
05:59:57.864 [comtypes._post_coinit.unknwn] DEBUG    Release <POINTER(IUnknown) ptr=0x158fd57b1d0 at 1589ed07c50>
05:59:57.864 [comtypes._post_coinit.unknwn] DEBUG    Release <POINTER(ISpeechObjectTokens) ptr=0x1589eec5070 at 15898aaaad0>
05:59:57.864 [comtypes.client._managing] DEBUG    wrap_outparam(<POINTER(IDispatch) ptr=0x1589eec5e90 at 1589edd04d0>)
05:59:57.864 [comtypes.client._managing] DEBUG    GetBestInterface(<POINTER(IDispatch) ptr=0x1589eec5e90 at 1589edd04d0>)
05:59:57.864 [comtypes.client._managing] DEBUG    Does NOT implement IProvideClassInfo, trying IProvideClassInfo2
05:59:57.865 [comtypes.client._managing] DEBUG    Does NOT implement IProvideClassInfo/IProvideClassInfo2
05:59:57.865 [comtypes._post_coinit.unknwn] DEBUG    Release <POINTER(IUnknown) ptr=0x1589b3e2cc0 at 1589edd0950>
05:59:57.865 [comtypes.client._managing] DEBUG    Default interface is {C74A3ADC-B727-4500-A84A-B526721C8B8C}
05:59:57.865 [comtypes._post_coinit.unknwn] DEBUG    Release <POINTER(IUnknown) ptr=0x1589eec5e90 at 1589edd0750>
05:59:57.865 [comtypes.client._generate] DEBUG    GetModule(TLIBATTR(GUID={C866CA3A-32F7-11D2-9602-00C04F8EE628}, Version=5.4, LCID=0, FLags=0x8))
05:59:57.865 [comtypes.client._managing] DEBUG    Implements default interface from typeinfo <class 'comtypes.gen._C866CA3A_32F7_11D2_9602_00C04F8EE628_0_5_4.ISpeechObjectToken'>
05:59:57.865 [comtypes.client._managing] DEBUG    Final result is <POINTER(ISpeechObjectToken) ptr=0x1589eec5e90 at 1589edd06d0>
05:59:57.866 [comtypes._post_coinit.unknwn] DEBUG    Release <POINTER(IDispatch) ptr=0x1589eec5e90 at 1589edd07d0>
05:59:57.866 [comtypes._post_coinit.unknwn] DEBUG    Release <POINTER(ITypeInfo) ptr=0x1589b3e2cc0 at 1589edd09d0>
05:59:57.866 [comtypes._post_coinit.unknwn] DEBUG    Release <POINTER(ITypeLib) ptr=0x1589bf25270 at 1589edd0750>
05:59:57.866 [comtypes._post_coinit.unknwn] DEBUG    Release <POINTER(IDispatch) ptr=0x1589eec5e90 at 1589edd04d0>
05:59:57.866 [comtypes.client._managing] DEBUG    wrap_outparam(<POINTER(IDispatch) ptr=0x1589eec53e0 at 1589edd0750>)
05:59:57.866 [comtypes.client._managing] DEBUG    GetBestInterface(<POINTER(IDispatch) ptr=0x1589eec53e0 at 1589edd0750>)
05:59:57.867 [comtypes.client._managing] DEBUG    Does NOT implement IProvideClassInfo, trying IProvideClassInfo2
05:59:57.867 [comtypes.client._managing] DEBUG    Does NOT implement IProvideClassInfo/IProvideClassInfo2
05:59:57.867 [comtypes._post_coinit.unknwn] DEBUG    Release <POINTER(IUnknown) ptr=0x1589b3e2cc0 at 1589edd0cd0>
05:59:57.867 [comtypes.client._managing] DEBUG    Default interface is {C74A3ADC-B727-4500-A84A-B526721C8B8C}
05:59:57.867 [comtypes._post_coinit.unknwn] DEBUG    Release <POINTER(IUnknown) ptr=0x1589eec53e0 at 1589edd0bd0>
05:59:57.867 [comtypes.client._generate] DEBUG    GetModule(TLIBATTR(GUID={C866CA3A-32F7-11D2-9602-00C04F8EE628}, Version=5.4, LCID=0, FLags=0x8))
05:59:57.867 [comtypes.client._managing] DEBUG    Implements default interface from typeinfo <class 'comtypes.gen._C866CA3A_32F7_11D2_9602_00C04F8EE628_0_5_4.ISpeechObjectToken'>
05:59:57.867 [comtypes.client._managing] DEBUG    Final result is <POINTER(ISpeechObjectToken) ptr=0x1589eec53e0 at 1589edd0ad0>
05:59:57.868 [comtypes._post_coinit.unknwn] DEBUG    Release <POINTER(IDispatch) ptr=0x1589eec53e0 at 1589edd0c50>
05:59:57.868 [comtypes._post_coinit.unknwn] DEBUG    Release <POINTER(ITypeInfo) ptr=0x1589b3e2cc0 at 1589edd0d50>
05:59:57.868 [comtypes._post_coinit.unknwn] DEBUG    Release <POINTER(ITypeLib) ptr=0x1589bf25270 at 1589edd0bd0>
05:59:57.868 [comtypes._post_coinit.unknwn] DEBUG    Release <POINTER(IDispatch) ptr=0x1589eec53e0 at 1589edd0750>
05:59:57.868 [comtypes._post_coinit.unknwn] DEBUG    Release <POINTER(ISpeechObjectToken) ptr=0x1589eec5e90 at 1589edd06d0>
05:59:57.868 [comtypes.client._managing] DEBUG    wrap_outparam(<POINTER(IDispatch) ptr=0x1589eec5b30 at 1589edd09d0>)
05:59:57.868 [comtypes.client._managing] DEBUG    GetBestInterface(<POINTER(IDispatch) ptr=0x1589eec5b30 at 1589edd09d0>)
05:59:57.868 [comtypes.client._managing] DEBUG    Does NOT implement IProvideClassInfo, trying IProvideClassInfo2
05:59:57.869 [comtypes.client._managing] DEBUG    Does NOT implement IProvideClassInfo/IProvideClassInfo2
05:59:57.869 [comtypes._post_coinit.unknwn] DEBUG    Release <POINTER(IUnknown) ptr=0x1589b3e2cc0 at 1589edd1250>
05:59:57.869 [comtypes.client._managing] DEBUG    Default interface is {C74A3ADC-B727-4500-A84A-B526721C8B8C}
05:59:57.869 [comtypes._post_coinit.unknwn] DEBUG    Release <POINTER(IUnknown) ptr=0x1589eec5b30 at 1589edd10d0>
05:59:57.869 [comtypes.client._generate] DEBUG    GetModule(TLIBATTR(GUID={C866CA3A-32F7-11D2-9602-00C04F8EE628}, Version=5.4, LCID=0, FLags=0x8))
05:59:57.869 [comtypes.client._managing] DEBUG    Implements default interface from typeinfo <class 'comtypes.gen._C866CA3A_32F7_11D2_9602_00C04F8EE628_0_5_4.ISpeechObjectToken'>
05:59:57.870 [comtypes.client._managing] DEBUG    Final result is <POINTER(ISpeechObjectToken) ptr=0x1589eec5b30 at 1589edd0f50>
05:59:57.870 [comtypes._post_coinit.unknwn] DEBUG    Release <POINTER(IDispatch) ptr=0x1589eec5b30 at 1589edd1150>
05:59:57.870 [comtypes._post_coinit.unknwn] DEBUG    Release <POINTER(ITypeInfo) ptr=0x1589b3e2cc0 at 1589edd12d0>
05:59:57.870 [comtypes._post_coinit.unknwn] DEBUG    Release <POINTER(ITypeLib) ptr=0x1589bf25270 at 1589edd10d0>
05:59:57.870 [comtypes._post_coinit.unknwn] DEBUG    Release <POINTER(IDispatch) ptr=0x1589eec5b30 at 1589edd09d0>
05:59:57.870 [comtypes._post_coinit.unknwn] DEBUG    Release <POINTER(ISpeechObjectToken) ptr=0x1589eec53e0 at 1589edd0ad0>
05:59:57.871 [comtypes.client._managing] DEBUG    wrap_outparam(<POINTER(IDispatch) ptr=0x1589eec5590 at 1589edd0bd0>)
05:59:57.871 [comtypes.client._managing] DEBUG    GetBestInterface(<POINTER(IDispatch) ptr=0x1589eec5590 at 1589edd0bd0>)
05:59:57.871 [comtypes.client._managing] DEBUG    Does NOT implement IProvideClassInfo, trying IProvideClassInfo2
05:59:57.871 [comtypes.client._managing] DEBUG    Does NOT implement IProvideClassInfo/IProvideClassInfo2
05:59:57.871 [comtypes._post_coinit.unknwn] DEBUG    Release <POINTER(IUnknown) ptr=0x1589b3e2cc0 at 1589edd1550>
05:59:57.871 [comtypes.client._managing] DEBUG    Default interface is {C74A3ADC-B727-4500-A84A-B526721C8B8C}
05:59:57.871 [comtypes._post_coinit.unknwn] DEBUG    Release <POINTER(IUnknown) ptr=0x1589eec5590 at 1589edd05d0>
05:59:57.871 [comtypes.client._generate] DEBUG    GetModule(TLIBATTR(GUID={C866CA3A-32F7-11D2-9602-00C04F8EE628}, Version=5.4, LCID=0, FLags=0x8))
05:59:57.871 [comtypes.client._managing] DEBUG    Implements default interface from typeinfo <class 'comtypes.gen._C866CA3A_32F7_11D2_9602_00C04F8EE628_0_5_4.ISpeechObjectToken'>
05:59:57.872 [comtypes.client._managing] DEBUG    Final result is <POINTER(ISpeechObjectToken) ptr=0x1589eec5590 at 1589edd0d50>
05:59:57.872 [comtypes._post_coinit.unknwn] DEBUG    Release <POINTER(IDispatch) ptr=0x1589eec5590 at 1589edd12d0>
05:59:57.872 [comtypes._post_coinit.unknwn] DEBUG    Release <POINTER(ITypeInfo) ptr=0x1589b3e2cc0 at 1589edd16d0>
05:59:57.872 [comtypes._post_coinit.unknwn] DEBUG    Release <POINTER(ITypeLib) ptr=0x1589bf25270 at 1589edd05d0>
05:59:57.872 [comtypes._post_coinit.unknwn] DEBUG    Release <POINTER(IDispatch) ptr=0x1589eec5590 at 1589edd0bd0>
05:59:57.872 [comtypes._post_coinit.unknwn] DEBUG    Release <POINTER(ISpeechObjectToken) ptr=0x1589eec5b30 at 1589edd0f50>
05:59:57.872 [comtypes._post_coinit.unknwn] DEBUG    Release <POINTER(IEnumVARIANT) ptr=0x158fd57b1d0 at 1589edd0450>
05:59:57.872 [comtypes._post_coinit.unknwn] DEBUG    Release <POINTER(ISpeechObjectToken) ptr=0x1589eec5590 at 1589edd0d50>
05:59:57.997 [__MAIN__] INFO     ED Autopilot loaded successfully.
05:59:58.846 [__MAIN__] INFO     Welcome aboard your Imperial Cutter.
05:59:58.848 [__MAIN__] INFO     Warning, your Imperial Cutter is not fitted with a Fuel Scoop.
05:59:58.852 [AUTOPILOT] INFO     Loaded your custom configuration for cutter from ship_configs.json
06:00:01.817 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
06:00:12.835 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
06:00:22.855 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
06:00:32.873 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
06:00:42.891 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
06:00:53.909 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
06:01:03.925 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
06:01:13.947 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
06:01:23.967 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
06:01:34.987 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
06:01:45.005 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
06:01:55.024 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
06:02:05.044 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
06:02:16.063 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
06:02:20.806 [EDJOURNAL] DEBUG    [EDJOURNAL] Using temp copy for safe read
06:02:21.078 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
06:02:26.093 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
06:02:36.112 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
06:02:47.132 [STATUSPARSER] DEBUG    [EDJOURNAL] Using temp copy for safe read
